0.0,0.0,0.0,0.0,0.0
0.0553427,0.0553427,0.0553427,0.0553427,0.0553427
0.162158,0.162158,0.162158,0.162158,0.162158
0.298758,0.298758,0.298758,0.298758,0.298758
0.483647,0.483647,0.483647,0.483647,0.483647
0.685575,0.685575,0.685575,0.685575,0.685575
0.887435,0.887435,0.887435,0.887435,0.887435
1.07335,1.07335,1.07335,1.07335,1.07335
1.29692,1.29692,1.29692,1.29692,1.29692
1.52206,1.52206,1.52206,1.52206,1.52206
1.73584,1.73584,1.73584,1.73584,1.73584
1.91835,1.91835,1.91835,1.91835,1.91835
2.06809,2.06809,2.06809,2.06809,2.06809
2.18792,2.18792,2.18792,2.18792,2.18792
2.27847,2.27847,2.27847,2.27847,2.27847
2.34463,2.34463,2.34463,2.34463,2.34463
2.41313,2.41313,2.41313,2.41313,2.41313
2.48485,2.48485,2.48485,2.48485,2.48485
2.54011,2.54011,2.54011,2.54011,2.54011
2.59951,2.59951,2.59951,2.59951,2.59951
2.6469,2.6469,2.6469,2.6469,2.6469
2.69042,2.69042,2.69042,2.69042,2.69042
2.7296,2.7296,2.7296,2.7296,2.7296
2.76498,2.76498,2.76498,2.76498,2.76498
2.78403,2.78403,2.78403,2.78403,2.78403
2.81404,2.81404,2.81404,2.81404,2.81404
2.828,2.828,2.828,2.828,2.828
2.83788,2.83788,2.83788,2.83788,2.83788
2.85197,2.85197,2.85197,2.85197,2.85197
2.87411,2.87411,2.87411,2.87411,2.87411
2.89636,2.89636,2.89636,2.89636,2.89636
2.91668,2.91668,2.91668,2.91668,2.91668
2.93488,2.93488,2.93488,2.93488,2.93488
2.9459,2.9459,2.9459,2.9459,2.9459
2.95255,2.95255,2.95255,2.95255,2.95255
2.95324,2.95324,2.95324,2.95324,2.95324
2.95198,2.95198,2.95198,2.95198,2.95198
2.9532,2.9532,2.9532,2.9532,2.9532
2.95479,2.95479,2.95479,2.95479,2.95479
2.95747,2.95747,2.95747,2.95747,2.95747
2.96529,2.96529,2.96529,2.96529,2.96529
2.9725,2.9725,2.9725,2.9725,2.9725
2.97839,2.97839,2.97839,2.97839,2.97839
2.98431,2.98431,2.98431,2.98431,2.98431
2.98957,2.98957,2.98957,2.98957,2.98957
2.99304,2.99304,2.99304,2.99304,2.99304
2.99358,2.99358,2.99358,2.99358,2.99358
2.99118,2.99118,2.99118,2.99118,2.99118
2.98966,2.98966,2.98966,2.98966,2.98966
2.98713,2.98713,2.98713,2.98713,2.98713
2.98357,2.98357,2.98357,2.98357,2.98357
2.98141,2.98141,2.98141,2.98141,2.98141
2.97972,2.97972,2.97972,2.97972,2.97972
2.97897,2.97897,2.97897,2.97897,2.97897
2.97836,2.97836,2.97836,2.97836,2.97836
2.97961,2.97961,2.97961,2.97961,2.97961
2.98126,2.98126,2.98126,2.98126,2.98126
2.98164,2.98164,2.98164,2.98164,2.98164
2.98093,2.98093,2.98093,2.98093,2.98093
2.97525,2.97525,2.97525,2.97525,2.97525
2.96862,2.96862,2.96862,2.96862,2.96862
2.96052,2.96052,2.96052,2.96052,2.96052
2.94794,2.94794,2.94794,2.94794,2.94794
2.93743,2.93743,2.93743,2.93743,2.93743
2.92842,2.92842,2.92842,2.92842,2.92842
2.9191,2.9191,2.9191,2.9191,2.9191
2.91251,2.91251,2.91251,2.91251,2.91251
2.90951,2.90951,2.90951,2.90951,2.90951
2.90773,2.90773,2.90773,2.90773,2.90773
2.90833,2.90833,2.90833,2.90833,2.90833
2.90947,2.90947,2.90947,2.90947,2.90947
2.91201,2.91201,2.91201,2.91201,2.91201
2.9144,2.9144,2.9144,2.9144,2.9144
2.9162,2.9162,2.9162,2.9162,2.9162
2.91943,2.91943,2.91943,2.91943,2.91943
2.92442,2.92442,2.92442,2.92442,2.92442
2.92971,2.92971,2.92971,2.92971,2.92971
2.93384,2.93384,2.93384,2.93384,2.93384
2.93724,2.93724,2.93724,2.93724,2.93724
2.93849,2.93849,2.93849,2.93849,2.93849
2.94031,2.94031,2.94031,2.94031,2.94031
2.94113,2.94113,2.94113,2.94113,2.94113
2.94258,2.94258,2.94258,2.94258,2.94258
2.94376,2.94376,2.94376,2.94376,2.94376
2.94573,2.94573,2.94573,2.94573,2.94573
2.94702,2.94702,2.94702,2.94702,2.94702
2.9474,2.9474,2.9474,2.9474,2.9474
2.94455,2.94455,2.94455,2.94455,2.94455
2.93795,2.93795,2.93795,2.93795,2.93795
2.93114,2.93114,2.93114,2.93114,2.93114
2.92353,2.92353,2.92353,2.92353,2.92353
2.91259,2.91259,2.91259,2.91259,2.91259
2.89801,2.89801,2.89801,2.89801,2.89801
2.87903,2.87903,2.87903,2.87903,2.87903
2.8584,2.8584,2.8584,2.8584,2.8584
2.83183,2.83183,2.83183,2.83183,2.83183
2.79546,2.79546,2.79546,2.79546,2.79546
2.75408,2.75408,2.75408,2.75408,2.75408
2.70015,2.70015,2.70015,2.70015,2.70015
2.63812,2.63812,2.63812,2.63812,2.63812
2.57711,2.57711,2.57711,2.57711,2.57711
2.51074,2.51074,2.51074,2.51074,2.51074
2.4431,2.4431,2.4431,2.4431,2.4431
2.37624,2.37624,2.37624,2.37624,2.37624
2.3077,2.3077,2.3077,2.3077,2.3077
2.24051,2.24051,2.24051,2.24051,2.24051
2.17492,2.17492,2.17492,2.17492,2.17492
2.11291,2.11291,2.11291,2.11291,2.11291
2.05491,2.05491,2.05491,2.05491,2.05491
1.99903,1.99903,1.99903,1.99903,1.99903
1.94552,1.94552,1.94552,1.94552,1.94552
1.89557,1.89557,1.89557,1.89557,1.89557
1.84925,1.84925,1.84925,1.84925,1.84925
1.80558,1.80558,1.80558,1.80558,1.80558
1.76434,1.76434,1.76434,1.76434,1.76434
1.72516,1.72516,1.72516,1.72516,1.72516
1.68737,1.68737,1.68737,1.68737,1.68737
1.64887,1.64887,1.64887,1.64887,1.64887
1.61177,1.61177,1.61177,1.61177,1.61177
1.57612,1.57612,1.57612,1.57612,1.57612
1.54204,1.54204,1.54204,1.54204,1.54204
1.51175,1.51175,1.51175,1.51175,1.51175
1.4869,1.4869,1.4869,1.4869,1.4869
1.46593,1.46593,1.46593,1.46593,1.46593
1.4507,1.4507,1.4507,1.4507,1.4507
1.43922,1.43922,1.43922,1.43922,1.43922
1.43297,1.43297,1.43297,1.43297,1.43297
1.42898,1.42898,1.42898,1.42898,1.42898
1.42805,1.42805,1.42805,1.42805,1.42805
1.4279,1.4279,1.4279,1.4279,1.4279
1.42788,1.42788,1.42788,1.42788,1.42788
1.42857,1.42857,1.42857,1.42857,1.42857
1.43176,1.43176,1.43176,1.43176,1.43176
1.4315,1.4315,1.4315,1.4315,1.4315
1.43236,1.43236,1.43236,1.43236,1.43236
1.43516,1.43516,1.43516,1.43516,1.43516
1.43726,1.43726,1.43726,1.43726,1.43726
1.43997,1.43997,1.43997,1.43997,1.43997
1.44282,1.44282,1.44282,1.44282,1.44282
1.44433,1.44433,1.44433,1.44433,1.44433
1.4457,1.4457,1.4457,1.4457,1.4457
1.44823,1.44823,1.44823,1.44823,1.44823
1.44889,1.44889,1.44889,1.44889,1.44889
1.44846,1.44846,1.44846,1.44846,1.44846
1.44769,1.44769,1.44769,1.44769,1.44769
1.44816,1.44816,1.44816,1.44816,1.44816
1.4469,1.4469,1.4469,1.4469,1.4469
1.44561,1.44561,1.44561,1.44561,1.44561
1.44441,1.44441,1.44441,1.44441,1.44441
1.44259,1.44259,1.44259,1.44259,1.44259
1.43881,1.43881,1.43881,1.43881,1.43881
1.43122,1.43122,1.43122,1.43122,1.43122
1.4218,1.4218,1.4218,1.4218,1.4218
1.40447,1.40447,1.40447,1.40447,1.40447
1.38074,1.38074,1.38074,1.38074,1.38074
1.35126,1.35126,1.35126,1.35126,1.35126
1.31569,1.31569,1.31569,1.31569,1.31569
1.27724,1.27724,1.27724,1.27724,1.27724
1.23583,1.23583,1.23583,1.23583,1.23583
1.17746,1.17746,1.17746,1.17746,1.17746
1.11792,1.11792,1.11792,1.11792,1.11792
1.05892,1.05892,1.05892,1.05892,1.05892
1.00442,1.00442,1.00442,1.00442,1.00442
0.945545,0.945545,0.945545,0.945545,0.945545
0.863118,0.863118,0.863118,0.863118,0.863118
0.787382,0.787382,0.787382,0.787382,0.787382
0.723921,0.723921,0.723921,0.723921,0.723921
0.670192,0.670192,0.670192,0.670192,0.670192
0.620294,0.620294,0.620294,0.620294,0.620294
0.600215,0.600215,0.600215,0.600215,0.600215
0.579706,0.579706,0.579706,0.579706,0.579706
0.56092,0.56092,0.56092,0.56092,0.56092
0.541981,0.541981,0.541981,0.541981,0.541981
0.5211,0.5211,0.5211,0.5211,0.5211
0.49386,0.49386,0.49386,0.49386,0.49386
0.481483,0.481483,0.481483,0.481483,0.481483
0.469707,0.469707,0.469707,0.469707,0.469707
0.451613,0.451613,0.451613,0.451613,0.451613
0.431624,0.431624,0.431624,0.431624,0.431624
0.40309,0.40309,0.40309,0.40309,0.40309
0.383793,0.383793,0.383793,0.383793,0.383793
0.392913,0.392913,0.392913,0.392913,0.392913
0.371547,0.371547,0.371547,0.371547,0.371547
0.320043,0.320043,0.320043,0.320043,0.320043
0.332501,0.332501,0.332501,0.332501,0.332501
0.306024,0.306024,0.306024,0.306024,0.306024
0.297011,0.297011,0.297011,0.297011,0.297011
0.30204,0.30204,0.30204,0.30204,0.30204
