1.91771,2.69883,1.7092,1.75365
1.96652,2.68746,1.70851,1.7527
1.99977,2.69501,1.71104,1.75659
2.01828,2.66142,1.72137,1.75837
2.01992,2.67987,1.72489,1.75627
2.04694,2.6606,1.72045,1.75203
2.06418,2.68117,1.7157,1.75466
2.08652,2.68009,1.71403,1.75486
2.12018,2.69381,1.70208,1.75161
2.17622,2.73374,1.70615,1.74721
2.20458,2.7178,1.70579,1.74821
2.23681,2.71844,1.70146,1.75068
2.25434,2.70387,1.69817,1.75415
2.26921,2.70253,1.69451,1.75789
2.28201,2.69274,1.69305,1.76335
2.32019,2.68308,1.69395,1.76524
2.37423,2.68995,1.696,1.76774
2.37759,2.68933,1.69667,1.77358
2.37094,2.67949,1.69349,1.78117
2.35934,2.69375,1.69463,1.7842
1.70728,2.64886,1.6914,1.79338
1.81274,2.63062,1.68962,1.79736
1.89698,2.63075,1.68686,1.79234
2.0024,2.6222,1.68642,1.79024
2.08204,2.61189,1.68607,1.79167
2.14329,2.62958,1.6873,1.79411
2.18442,2.60354,1.68918,1.79567
2.21616,2.62525,1.6889,1.79233
2.33275,2.62449,1.68847,1.78752
2.2018,2.59829,1.68375,1.78685
2.2116,2.60689,1.67768,1.79004
2.21824,2.59711,1.67188,1.79084
2.22778,2.60421,1.67121,1.78669
2.24707,2.60131,1.66738,1.78414
2.24968,2.6062,1.66357,1.77966
2.26425,2.59906,1.66336,1.77916
2.27816,2.58219,1.66542,1.78574
2.29446,2.52339,1.66755,1.82664
2.32455,2.55618,1.66903,1.81298
2.36743,2.57916,1.67029,1.80372
2.3709,2.56594,1.66932,1.80058
2.38961,2.56619,1.66274,1.79916
2.40202,2.57582,1.66165,1.79552
2.41228,2.57016,1.66302,1.79429
2.38676,2.56865,1.66171,1.79262
2.63427,2.58269,1.66246,1.7874
2.5967,2.60306,1.66236,1.78097
2.59996,2.63108,1.66478,1.77069
2.38931,2.62703,1.66677,1.77326
2.40925,2.62066,1.66717,1.77362
2.43142,2.61778,1.67037,1.76645
2.48846,2.62937,1.67059,1.75969
2.46413,2.6526,1.68438,1.75564
2.47849,2.63923,1.67864,1.75905
2.4499,2.65574,1.67699,1.76337
2.55806,2.62503,1.6811,1.77267
2.47859,2.57662,1.73314,1.79844
2.45528,2.57724,1.76397,1.81492
2.37799,2.55274,1.81774,1.84439
2.33535,2.5382,1.8502,1.85357
2.46455,2.53803,1.87475,1.87576
2.44992,2.534,1.87151,1.89682
2.45119,2.55171,1.87146,1.90175
2.43194,2.62327,1.87583,1.93641
2.45265,2.61252,1.88253,1.94064
2.44463,2.60767,1.8897,1.93479
2.44425,2.53788,1.9047,1.93929
2.42463,2.48574,1.94546,1.96197
2.42332,2.48075,1.97791,1.96289
2.43383,2.50323,1.99035,1.95299
2.47127,2.52939,2.00666,1.9501
2.46652,2.54023,2.02055,1.95589
2.21861,2.57017,2.02923,1.96019
2.22006,2.56773,2.03004,1.96393
2.22559,2.57275,2.04096,1.97762
2.18971,2.48688,2.081,2.11555
2.15343,2.52646,2.13466,2.0578
2.1394,2.48906,2.12889,2.08629
2.11169,2.49436,2.14911,2.06255
2.35865,2.51239,2.14954,2.08321
2.35342,2.51942,2.16841,2.09789
2.31047,2.54856,2.17964,2.10194
2.29157,2.54093,2.1933,2.11671
2.28722,2.47471,2.22018,2.14401
1.87492,2.49796,2.26087,2.14217
1.85584,2.53949,2.28168,2.16967
2.23967,2.39739,2.30285,2.18598
2.26055,2.51613,2.30069,2.20091
1.89174,2.495,2.32332,2.24192
1.88669,2.38448,2.34444,2.30414
2.19305,2.28702,2.35199,2.36071
2.1776,2.31744,2.37871,2.37536
2.19497,2.35523,2.3637,2.37762
2.18013,2.34637,2.38282,2.39444
2.21038,2.25452,2.37675,2.40563
2.20654,2.20481,2.39386,2.45148
2.1861,2.14797,2.41813,2.52234
2.12507,2.19464,2.46985,2.4953
2.02501,2.17866,2.54286,2.50054
2.07292,2.16438,2.53566,2.52148
2.04491,2.19421,2.55454,2.5092
2.03489,2.19104,2.56066,2.52256
2.02119,2.18336,2.57634,2.53291
2.03385,2.16214,2.57769,2.55711
2.03042,2.11467,2.58807,2.64307
2.07217,2.08413,2.5828,2.65824
2.08721,2.0685,2.58668,2.68918
2.09111,2.05203,2.58987,2.70774
2.09536,2.05205,2.5984,2.71257
2.07811,2.0398,2.6266,2.72536
2.07591,2.04256,2.61455,2.74739
2.08054,2.04157,2.62488,2.73719
2.08879,1.99749,2.61669,2.75854
2.05862,1.98621,2.6388,2.76779
2.07859,2.00818,2.63082,2.76148
2.1045,2.0077,2.64397,2.77509
2.11589,1.92716,2.68297,2.8236
2.14047,1.87146,2.68128,2.82272
2.10358,1.81262,2.68497,2.86109
2.1168,1.82882,2.66473,2.883
1.62191,1.82842,2.65375,2.89299
2.14669,1.88294,2.65575,2.87029
2.15839,1.90418,2.65429,2.87894
2.15424,1.91472,2.63559,2.88333
2.12611,1.9271,2.6231,2.89118
2.09009,1.85429,2.62875,2.88922
2.08866,1.79738,2.63468,2.89292
2.08284,1.80399,2.63596,2.89878
2.06173,1.77067,2.65011,2.88738
2.04915,1.79992,2.66355,2.89136
2.06855,1.82361,2.76118,2.86561
2.08112,1.82522,2.74054,2.88223
2.09604,1.79102,2.72744,2.89991
2.09748,1.79539,2.71094,2.90209
2.13729,1.78453,2.71939,2.91091
2.16778,1.76468,2.73809,2.90336
2.19874,1.78136,2.74469,2.90502
2.20047,1.77382,2.74773,2.91046
2.1726,1.76634,2.74225,2.93013
2.16636,1.84154,2.75204,2.92995
2.16084,1.84889,2.73316,2.94467
2.12116,1.86624,2.74527,2.94153
2.13236,1.86253,2.73251,2.94168
2.12842,1.85714,2.72701,2.94343
2.14454,1.85436,2.73331,2.93167
2.15714,1.84966,2.74058,2.92902
2.16745,1.85791,2.73545,2.93076
2.1708,1.85834,2.73602,2.94249
2.16912,1.85188,2.72625,2.92715
2.16188,1.86109,2.71894,2.93103
2.21168,1.86898,2.68499,2.91779
2.20077,1.84979,2.68984,2.92557
2.17237,1.78922,2.69315,2.92872
2.16872,1.81988,2.70343,2.9192
2.15351,1.79116,2.71618,2.91627
2.13054,1.83294,2.70368,2.90203
2.11936,1.83168,2.6989,2.88785
2.09545,1.83828,2.68544,2.88903
2.10651,1.83472,2.69353,2.88747
2.07185,1.86438,2.70141,2.88216
2.06629,1.85632,2.70966,2.88478
2.09751,1.85856,2.72196,2.88304
2.10497,1.86244,2.71606,2.88013
2.10222,1.87254,2.70202,2.86644
2.07874,1.89671,2.68138,2.85087
2.06313,1.95973,2.65886,2.8168
2.03383,1.93153,2.64522,2.81874
2.02951,2.01755,2.63235,2.76355
2.0084,2.13823,2.61142,2.68238
1.93107,2.07617,2.54587,2.70256
1.92065,2.01704,2.5007,2.70778
1.90206,1.96674,2.47085,2.73858
1.94432,2.00446,2.44912,2.70934
1.97196,2.12849,2.44502,2.61734
2.01658,2.10524,2.44518,2.62792
2.09736,2.19681,2.41791,2.55095
2.07073,2.23765,2.42631,2.50754
2.08766,2.31985,2.39372,2.44564
2.10156,2.35373,2.36919,2.39324
2.10352,2.38194,2.34892,2.32847
2.12586,2.3612,2.32141,2.32692
2.16788,2.35494,2.27436,2.29055
2.20708,2.36602,2.23151,2.26101
2.2233,2.38221,2.19423,2.21743
2.35846,2.44436,2.11462,2.17709
2.39969,2.49505,2.07057,2.1316
2.40571,2.48821,2.0452,2.10399
2.39258,2.49275,2.02887,2.08456
2.34325,2.47268,2.03625,2.07583
2.35816,2.49405,2.01176,2.04315
2.37105,2.48876,2.01441,2.01926
2.3942,2.49182,1.97472,2.00188
2.42545,2.49815,1.94485,1.97652
2.45796,2.51507,1.91616,1.95164
2.4734,2.52746,1.87441,1.93371
2.51928,2.56121,1.85631,1.90098
2.55643,2.54756,1.84328,1.90324
2.56989,2.55228,1.8332,1.89772
2.56521,2.56166,1.82835,1.89301
2.57754,2.56409,1.81817,1.88806
2.56054,2.56959,1.80873,1.87329
2.54724,2.58221,1.78241,1.86738
2.53783,2.60424,1.76926,1.83476
2.52211,2.63996,1.76297,1.79211
2.51918,2.63103,1.7461,1.78743
2.51464,2.64305,1.73505,1.76951
2.31373,2.67165,1.72782,1.75928
2.37837,2.6992,1.72191,1.756
2.38553,2.66811,1.71736,1.74927
2.38181,2.66189,1.72342,1.7353
2.37448,2.8671,1.72586,1.73326
2.32499,2.88924,1.72251,1.72985
2.34359,2.89757,1.71972,1.72934
2.34913,2.91635,1.71585,1.72795
2.36082,2.92132,1.71695,1.72591
2.36466,2.72302,1.71545,1.72023
2.36161,2.69727,1.71206,1.71833
2.36539,2.69169,1.71079,1.71595
