2.24254;2.75406;1.9524;1.81044
2.32659;2.61845;1.92326;1.79532
2.41732;2.5784;1.89412;1.73219
2.48462;2.60022;1.87019;1.73157
2.60012;2.6624;1.84837;1.75619
2.66255;2.67227;1.79625;1.81031
2.26981;2.71192;1.75586;1.85123
2.33661;2.77016;1.73098;1.84277
2.37858;2.79702;1.69405;1.85157
2.4338;2.75453;1.71919;1.84384
2.66389;2.69376;1.72926;1.85401
2.69761;2.67706;1.73179;1.85316
2.73789;2.62652;1.78376;1.78651
2.69;2.66593;1.81138;1.77173
2.75816;2.73683;1.83424;1.75246
2.76632;2.76438;1.83473;1.7264
2.78369;2.78243;1.8487;1.7091
2.79548;2.84305;1.82552;1.70684
2.7563;2.83122;1.80633;1.69279
2.72942;2.85933;1.82026;1.69045
2.75068;2.94528;1.8337;1.68645
2.80243;2.91263;1.83302;1.68559
2.8238;2.90655;1.8206;1.68869
2.81822;2.90345;1.81342;1.69293
2.82997;2.84137;1.82342;1.69276
2.84602;2.78579;1.82445;1.69183
2.8178;2.7957;1.81709;1.69739
2.82606;2.77021;1.79282;1.72178
2.84496;2.7598;1.78027;1.72882
2.73477;2.79039;1.77075;1.72465
2.7447;2.80822;1.77354;1.72558
2.76953;2.80422;1.78077;1.72208
2.69666;2.81016;1.79855;1.70943
2.70077;2.82726;1.80964;1.71111
2.67736;2.85895;1.79619;1.73214
2.67932;2.87518;1.79427;1.73868
2.65295;2.86328;1.7981;1.73939
2.64613;2.8617;1.80823;1.74007
2.7116;2.86458;1.80961;1.73856
2.7128;2.85478;1.80321;1.74117
2.71012;2.8355;1.79314;1.74501
2.74085;2.83174;1.78917;1.74488
2.72728;2.80132;1.78913;1.74322
2.72717;2.8025;1.80409;1.73049
2.70656;2.79053;1.80281;1.72981
2.70733;2.78681;1.80814;1.73106
2.74269;2.77345;1.87861;1.73409
2.74917;2.69851;1.91169;1.73926
2.70856;2.69563;1.90665;1.74621
2.69905;2.70077;1.94016;1.74502
2.66352;2.68855;1.96548;1.74363
2.67892;2.70074;2.0315;1.73902
2.64149;2.70655;2.06929;1.73999
2.66946;2.70745;2.13712;1.74147
2.66852;2.69518;2.21288;1.74806
2.66858;2.68862;2.26044;1.75073
2.68418;2.70215;2.32914;1.74792
2.67312;2.723;2.37079;1.7483
2.65794;2.73576;2.41766;1.74636
2.70802;2.75555;2.48811;1.74675
2.70606;2.75606;2.52265;1.74968
2.71279;2.75134;2.55615;1.75317
2.68531;2.76224;2.56534;1.75586
2.67306;2.75931;2.58977;1.76398
2.68058;2.7797;2.62159;1.76953
2.66406;2.77658;2.63755;1.77304
2.68119;2.79077;2.67858;1.77505
2.69335;2.77921;2.71149;1.77228
2.72409;2.7808;2.79464;1.73211
2.77631;2.77445;2.84746;1.71644
2.75521;2.79164;2.85375;1.72837
2.75822;2.79944;2.87004;1.74085
2.71739;2.82295;2.8785;1.74814
2.68945;2.79416;2.90218;1.74647
2.66417;2.7952;2.92095;1.74513
2.65768;2.80076;2.93147;1.75111
2.70475;2.80903;2.97613;1.75087
2.70721;2.79533;3.00378;1.75214
2.69891;2.78897;3.01781;1.74977
2.69144;2.79148;3.0246;1.7494
2.6786;2.79259;3.03483;1.7484
2.6714;2.77354;3.04653;1.74393
2.65942;2.79764;3.05064;1.74379
2.63875;2.79299;3.0509;1.72684
2.65563;2.78733;3.05382;1.7207
2.67019;2.80399;3.06456;1.72537
2.64962;2.7766;3.04746;1.72728
2.69424;2.8091;3.02427;1.72209
2.73976;2.64676;3.01218;1.71596
2.67212;2.72798;3.04747;1.68751
2.6625;2.78124;3.11693;1.80434
2.68508;2.81631;3.13093;1.82258
2.65176;2.80305;3.12128;1.79919
2.67737;2.7981;3.09429;1.79415
2.67899;2.78898;3.08151;1.77893
2.68587;2.78379;3.08131;1.77815
2.69596;2.73833;3.07718;1.77616
2.72132;2.75233;3.07207;1.77436
2.75639;2.77682;3.06598;1.76446
2.7726;2.74463;3.07076;1.75754
2.77369;2.75966;3.06584;1.75615
2.81965;2.75325;3.03557;1.75759
2.84533;2.60552;3.03756;1.74848
2.86895;2.64515;3.02157;1.74968
2.84963;2.67058;3.01834;1.75349
2.89697;2.69149;3.01943;1.74651
2.87734;2.70443;3.02534;1.74241
2.86028;2.71566;3.03182;1.73676
2.8493;2.75716;3.02692;1.73251
2.8291;2.74154;2.99992;1.72967
2.86984;2.73543;3.00123;1.72123
2.81142;2.73536;2.99387;1.7224
2.82237;2.73604;2.98874;1.71521
2.83238;2.73198;2.9799;1.70916
2.83438;2.73946;2.95541;1.70776
2.8991;2.73748;2.94502;1.70672
2.94143;2.75136;2.9179;1.70575
2.97194;2.73638;2.89387;1.70745
2.93885;2.69549;2.85991;1.69653
2.8992;2.69737;2.80519;1.70065
2.89959;2.72205;2.77764;1.71182
2.9109;2.80194;2.76146;1.75535
2.91063;2.78413;2.74014;1.74151
2.91542;2.77931;2.7178;1.7332
2.92261;2.76741;2.68785;1.7327
2.87757;2.73966;2.62598;1.73295
2.90674;2.7097;2.59884;1.73852
3.00391;2.71733;2.60834;1.73999
2.89216;2.71146;2.52657;1.74524
2.8713;2.68676;2.47473;1.74455
2.94679;2.62617;2.45741;1.73937
3.00654;2.63749;2.44868;1.73569
2.96522;2.63937;2.38185;1.75716
2.98967;2.64343;2.36403;1.74756
3.00277;2.63648;2.31915;1.74723
3.03275;2.63896;2.29433;1.74881
2.97868;2.62889;2.24347;1.75567
2.93372;2.67317;2.1936;1.75553
2.8529;2.68184;2.14381;1.76095
2.84223;2.68296;2.10831;1.75936
2.80545;2.69741;2.08642;1.75279
2.8297;2.70196;2.07099;1.74996
2.82299;2.69861;2.03545;1.75135
2.80568;2.68195;2.01029;1.75248
2.84143;2.69713;1.99697;1.74805
2.74274;2.71393;1.90107;1.74754
2.75934;2.72027;1.86138;1.74375
2.77214;2.74626;1.86618;1.74856
2.80679;2.7554;1.84988;1.7588
2.82248;2.74174;1.83142;1.75583
2.83859;2.76319;1.82409;1.7556
2.85503;2.73109;1.81259;1.71479
2.85758;2.76505;1.81221;1.73722
2.85406;2.77229;1.81;1.74208
2.83645;2.75285;1.81492;1.74661
2.81252;2.69712;1.79876;1.75049
2.7975;2.72241;1.80195;1.74786
2.82187;2.66306;1.80508;1.7419
2.87063;2.71716;1.79717;1.73933
2.83525;2.73807;1.80662;1.74222
2.79383;2.73833;1.79345;1.7434
2.76538;2.72596;1.80029;1.74266
2.77271;2.75678;1.79586;1.74755
2.75189;2.74972;1.7893;1.75899
2.73185;2.76395;1.77861;1.76361
2.73636;2.75938;1.77671;1.76711
2.74856;2.75866;1.76913;1.76926
2.75331;2.76271;1.77017;1.76938
2.75839;2.76293;1.77182;1.7696
2.74889;2.77052;1.77547;1.77019
2.75033;2.77051;1.78065;1.76942
2.76285;2.76243;1.78421;1.7698
2.6052;2.75947;1.74037;1.76265
2.68157;2.76144;1.76245;1.76238
2.69872;2.76929;1.76801;1.76198
2.71047;2.76367;1.77338;1.76069
2.71675;2.75445;1.77376;1.75911
2.71629;2.744;1.77753;1.7586
2.70336;2.73084;1.77575;1.75762
2.70363;2.72815;1.77028;1.7648
2.6933;2.73897;1.76985;1.76795
2.71867;2.75229;1.79408;1.77089
2.72937;2.7184;1.79048;1.77297
2.71942;2.68434;1.7868;1.77679
2.72862;2.64853;1.78702;1.7833
2.73785;2.68451;1.78604;1.81247
2.77897;2.78074;1.79596;1.86697
2.78687;2.78948;1.79864;1.90159
2.80877;2.78822;1.79406;1.92331
2.85812;2.74948;1.78505;1.9438
2.86835;2.74125;1.78029;1.97056
2.88096;2.78726;1.77972;2.05009
2.88035;2.80319;1.78423;2.08703
2.82538;2.8263;1.81197;2.12057
2.85357;2.80778;1.81362;2.11366
2.86048;2.82064;1.80577;2.1502
2.85275;2.81039;1.79884;2.17912
2.85917;2.87208;1.79438;2.26173
2.84282;3.03473;1.79717;2.29822
2.84277;2.98593;1.78321;2.34597
2.80473;2.75523;1.78692;2.3568
2.79341;2.61559;1.78017;2.37749
2.79427;2.06546;1.77495;2.3568
2.74252;2.05003;1.77951;2.41388
2.79038;2.8582;1.76126;2.46157
2.79299;2.85202;1.77756;2.51547
2.80376;2.75756;1.78068;2.49056
2.82574;2.69934;1.78767;2.47922
2.78307;2.66682;1.76125;2.48326
2.80583;2.67446;1.77096;2.51162
2.81057;2.80831;1.77636;2.61317
2.78584;3.03811;1.7785;2.70748
2.79393;2.92462;1.76971;2.74267
2.80044;2.98386;1.78832;2.76344
2.78696;2.96549;1.78405;2.77825
2.77768;2.95344;1.77905;2.78586
2.7733;3.12781;1.77191;2.84437
2.75301;3.13334;1.76823;2.86651
2.72509;3.09458;1.77031;2.88137
2.70859;3.11368;1.75404;2.89306
2.71399;3.07652;1.75394;2.92768
2.68372;3.08798;1.73526;2.9408
2.66729;3.02497;1.71916;2.96681
2.63481;2.97235;1.67102;3.00773
2.66357;2.98838;1.6699;2.99874
2.64551;2.93683;1.6725;3.01242
2.6653;2.9024;1.67034;3.02986
2.69444;2.94487;1.66449;3.03954
2.71;2.88716;1.65399;3.02881
2.71729;2.85392;1.64888;3.03696
2.71162;2.84315;1.65162;3.03837
2.68817;2.83768;1.64753;3.02801
2.74263;2.8309;1.65668;3.0212
2.74703;2.83995;1.66757;3.02392
2.77537;2.84788;1.69767;3.03714
2.78328;2.83686;1.6977;3.03321
2.76934;2.7983;1.69056;3.02594
2.77267;2.80406;1.64899;3.01462
2.81849;2.8379;1.64347;3.00401
2.89234;2.86316;1.69718;2.98176
3.00575;2.89153;1.67572;2.96634
2.99378;2.94815;1.692;2.96965
2.98815;2.90659;1.68458;2.98567
2.96644;2.93472;1.67416;2.97697
2.86464;2.96839;1.63366;2.98034
2.82667;2.969;1.62565;3.00925
2.88999;3.01673;1.57466;3.00773
2.83957;2.97693;1.5829;2.98237
2.79139;3.00848;1.57971;2.98305
2.76011;3.01436;1.58294;2.9702
2.78535;3.05898;1.67889;2.95631
2.86179;2.94295;1.71411;2.90858
2.83764;2.98661;1.69713;2.88667
2.86738;3.0045;1.73111;2.87123
2.83198;3.03692;1.75538;2.85116
2.80247;3.00817;1.7488;2.80051
2.7815;3.02841;1.74486;2.7909
2.75896;2.9905;1.75271;2.76896
2.73594;2.9888;1.77631;2.7492
2.74013;3.10829;1.79105;2.6865
2.75929;2.99611;1.81167;2.55931
2.767;3.07564;1.80262;2.55667
2.78593;2.9871;1.79389;2.53328
2.82284;3.06498;1.81272;2.50617
2.82344;3.05171;1.80896;2.48182
2.89924;3.03801;1.82743;2.43418
2.8714;2.97558;1.81967;2.39803
2.85432;2.90254;1.80591;2.39353
2.96403;2.83322;1.80167;2.39718
2.91855;2.78968;1.81706;2.38987
2.80449;2.76863;1.79246;2.37623
2.82928;2.76778;1.79726;2.29124
2.83801;2.80016;1.81299;2.21082
2.80716;2.77818;1.82219;2.17407
2.83105;2.62112;1.8153;2.11725
2.81815;2.65224;1.80903;2.06037
2.80992;2.71221;1.78379;2.02597
2.83059;2.75531;1.7802;2.02669
2.81291;2.84638;1.78934;2.01008
2.81168;2.894;1.80074;1.93693
2.79592;2.91593;1.80584;1.90902
2.83165;2.80083;1.79902;1.85455
2.81542;2.78223;1.79295;1.83339
2.75617;2.86233;1.80675;1.8482
2.76128;2.91759;1.79986;1.80962
2.78497;2.93618;1.80063;1.78804
2.7782;2.85108;1.80305;1.76194
2.77516;2.86387;1.79819;1.76851
2.76197;2.87544;1.79753;1.77526
2.75401;2.83355;1.79667;1.77714
2.75742;2.83949;1.79182;1.77799
2.74048;2.82783;1.78784;1.77946
2.74003;2.81199;1.78964;1.77802
2.76672;2.79336;1.7734;1.78466
2.77065;2.76244;1.76552;1.7814
2.75273;2.77244;1.76793;1.78208
